iter	Accuracy	MultiClass
245	0.9411974978	0.3505442234
246	0.9415549598	0.3493894601
247	0.9426273458	0.3486447932
248	0.9422698838	0.3475481241
249	0.9426273458	0.3467295794
250	0.9431635389	0.3460657853
251	0.9436997319	0.3446273528
252	0.9438784629	0.3437945973
253	0.9440571939	0.3425775995
254	0.944772118	0.3420065436
255	0.94512958	0.3411181666
256	0.944593387	0.3402817484
257	0.944950849	0.3396166637
258	0.945665773	0.3382305537
259	0.945844504	0.3377646744
260	0.945665773	0.3371839053
261	0.945487042	0.3362071648
262	0.945308311	0.3358488792
263	0.945665773	0.3347504973
264	0.9463806971	0.3335838866
265	0.946023235	0.3332182973
266	0.945665773	0.3325372346
267	0.9469168901	0.3315409155
268	0.9472743521	0.3305639388
269	0.9472743521	0.329756646
270	0.9472743521	0.3290895567
271	0.9474530831	0.3288102818
272	0.9485254692	0.3278565263
273	0.9488829312	0.3273186736
274	0.9492403932	0.3261234517
275	0.9492403932	0.3250845507
276	0.9494191242	0.3242822399
277	0.9492403932	0.3234258077
278	0.9497765862	0.32257443
279	0.9499553172	0.3215373425
280	0.9503127793	0.3211390194
281	0.9499553172	0.3198652069
282	0.9504915103	0.3191063756
283	0.9510277033	0.3183971321
284	0.9510277033	0.3173532339
285	0.9521000894	0.3162285454
286	0.9522788204	0.3154489692
287	0.9522788204	0.3142879725
288	0.9522788204	0.313561049
289	0.9528150134	0.3128836535
290	0.9531724754	0.3115884269
291	0.9531724754	0.3101154181
292	0.9537086685	0.3094521748
293	0.9540661305	0.3085543887
294	0.9540661305	0.3079542207
295	0.9542448615	0.3069439794
296	0.9542448615	0.3061856903
297	0.9551385165	0.3051148271
298	0.9553172475	0.3044530542
299	0.9549597855	0.3038526129
300	0.9553172475	0.3029416397
301	0.9553172475	0.302028552
302	0.9551385165	0.3014853773
303	0.9558534406	0.3006863416
304	0.9563896336	0.2997356477
305	0.9563896336	0.299342915
306	0.9572832887	0.2984885486
307	0.9571045576	0.2977919279
308	0.9565683646	0.2968528381
309	0.9567470956	0.2963427162
310	0.9574620197	0.2955428111
311	0.9578194817	0.2948972432
312	0.9585344057	0.2942479162
313	0.9581769437	0.2934091618
314	0.9587131367	0.2925866146
315	0.9587131367	0.292093441
316	0.9583556747	0.2912378262
317	0.9590705987	0.2902596997
318	0.9597855228	0.2895342102
319	0.9603217158	0.2889849724
320	0.9601429848	0.2885392594
321	0.9603217158	0.2880209386
322	0.9603217158	0.2872356085
323	0.9597855228	0.2867810851
324	0.9603217158	0.2862381004
325	0.9605004468	0.2858399471
326	0.9603217158	0.2854208902
327	0.9605004468	0.2847197133
328	0.9613941019	0.2837572137
329	0.9610366399	0.28298485
330	0.9613941019	0.2825556673
331	0.9617515639	0.282156502
332	0.9615728329	0.2810745969
333	0.9619302949	0.2802510418
334	0.9624664879	0.2798143351
335	0.9626452189	0.2788487918
336	0.963002681	0.2782599603
337	0.963002681	0.2774491079
338	0.963360143	0.2770451441
339	0.963002681	0.2764863504
340	0.963181412	0.2761237669
341	0.963181412	0.27525625
342	0.963181412	0.2744671926
343	0.964432529	0.2735665725
344	0.964432529	0.272041957
345	0.9646112601	0.2712622867
346	0.964432529	0.2709516723
347	0.9649687221	0.2701376473
348	0.9653261841	0.2697341732
349	0.9656836461	0.2688985747
350	0.9662198391	0.2684255641
351	0.9665773012	0.267495194
352	0.9671134942	0.2662948896
353	0.9671134942	0.2659464418
354	0.9669347632	0.2652042892
355	0.9667560322	0.2649664837
356	0.9674709562	0.2639439121
357	0.9683646113	0.2628851344
358	0.9687220733	0.2620789322
359	0.9689008043	0.2613359409
360	0.9683646113	0.2607801475
361	0.9687220733	0.2603796758
362	0.9692582663	0.2598298306
363	0.9694369973	0.2591344346
364	0.9696157283	0.2583858679
365	0.9696157283	0.257874058
366	0.9697944593	0.2573279636
367	0.9696157283	0.2565486217
368	0.9705093834	0.2558600841
369	0.9705093834	0.2552298336
370	0.9703306524	0.2546673146
371	0.9705093834	0.2542137616
372	0.9710455764	0.2535346881
373	0.9708668454	0.2529807773
374	0.9714030384	0.2521986429
375	0.9715817694	0.2518436024
376	0.9715817694	0.2512380209
377	0.9715817694	0.2507872178
378	0.9719392315	0.2502815892
379	0.9717605004	0.2494847697
380	0.9721179625	0.2490383822
381	0.9730116175	0.2483304511
382	0.9731903485	0.2479645073
383	0.9737265416	0.2469321485
384	0.9739052726	0.2461830671
385	0.9739052726	0.2456197428
386	0.9739052726	0.245170892
387	0.9740840036	0.2448002353
388	0.9740840036	0.2446648439
389	0.9740840036	0.2441330213
390	0.9740840036	0.2434245212
391	0.9742627346	0.2430317479
392	0.9739052726	0.2423097225
393	0.9746201966	0.2418291044
394	0.9746201966	0.2410234604
395	0.9749776586	0.2407304458
396	0.9746201966	0.2402008401
397	0.9747989276	0.2396528679
398	0.9744414656	0.2392435666
399	0.9746201966	0.2388475947
400	0.9747989276	0.2381713622
401	0.9749776586	0.2376396259
402	0.9747989276	0.2369764652
403	0.9751563896	0.2365733543
404	0.9756925827	0.2360807239
405	0.9756925827	0.2356766895
406	0.9756925827	0.235308776
407	0.9755138517	0.2350771515
408	0.9755138517	0.2345507672
409	0.9758713137	0.2338180134
410	0.9758713137	0.2331337051
411	0.9767649687	0.232367322
412	0.9769436997	0.2319019642
413	0.9769436997	0.2313139983
414	0.9769436997	0.2308860442
415	0.9769436997	0.2306445349
416	0.9771224307	0.2301966708
417	0.9773011618	0.2296722664
418	0.9771224307	0.2291415761
419	0.9778373548	0.2282589381
420	0.9776586238	0.2278939583
421	0.9780160858	0.227563074
422	0.9781948168	0.2271660132
423	0.9787310098	0.2268509779
424	0.9785522788	0.2265147006
425	0.9787310098	0.2260818498
426	0.9789097408	0.2257887809
427	0.9783735478	0.2251716382
428	0.9789097408	0.224937967
429	0.9790884718	0.2239922866
430	0.9796246649	0.2230195798
431	0.9798033959	0.2224759247
432	0.9799821269	0.2221278883
433	0.9799821269	0.2215017105
434	0.9798033959	0.2210852477
435	0.9796246649	0.2202194877
436	0.9798033959	0.2196529246
437	0.9799821269	0.218884972
438	0.9808757819	0.2182814338
439	0.9808757819	0.2178054541
440	0.981054513	0.2173863022
441	0.981411975	0.2171507468
442	0.981590706	0.2165909434
443	0.981948168	0.2160087706
444	0.982126899	0.2154006125
445	0.981948168	0.215099383
446	0.982126899	0.2146492531
447	0.982126899	0.2141907996
448	0.981590706	0.2137306348
449	0.982126899	0.2134210273
450	0.981948168	0.2127781487
451	0.982484361	0.211911299
452	0.9828418231	0.2111948958
453	0.982484361	0.2106214882
454	0.9828418231	0.2103472371
455	0.9830205541	0.2100551418
456	0.9830205541	0.2095822421
457	0.9831992851	0.2091098685
458	0.9831992851	0.2089420308
459	0.9840929401	0.2083619269
460	0.9839142091	0.2081173639
461	0.9837354781	0.2077483077
462	0.9837354781	0.2075342391
463	0.9840929401	0.2072380431
464	0.9840929401	0.2068643504
465	0.9842716711	0.2063292421
466	0.9846291332	0.2057533071
467	0.9846291332	0.2054642485
468	0.9848078642	0.2052183306
469	0.9848078642	0.2049031382
470	0.9849865952	0.204273509
471	0.9853440572	0.2038093492
472	0.9851653262	0.2036253417
473	0.9853440572	0.2034248632
474	0.9849865952	0.2028287362
475	0.9848078642	0.2023303025
476	0.9851653262	0.2020791476
477	0.9851653262	0.2011555948
478	0.9851653262	0.2008169419
479	0.9858802502	0.2002443981
480	0.9855227882	0.1998340436
481	0.9862377122	0.1992978323
482	0.9857015192	0.1986218906
483	0.9855227882	0.1981580671
484	0.9858802502	0.1976710504
485	0.9860589812	0.1972122587
486	0.9864164433	0.1967618171
487	0.9864164433	0.1962599008
488	0.9865951743	0.1959994837
489	0.9864164433	0.1957959381
490	0.9865951743	0.1952563632
491	0.9869526363	0.1948924117
492	0.9869526363	0.1946942744
493	0.9869526363	0.1941297022
494	0.9865951743	0.1937425404
495	0.9867739053	0.1933512738
496	0.9864164433	0.193049628
497	0.9865951743	0.1924968211
498	0.9869526363	0.1923365356
499	0.9871313673	0.1920058651
500	0.9869526363	0.1918268084
501	0.9871313673	0.191121245
502	0.9878462913	0.1906530872
503	0.9878462913	0.1902983708
504	0.9878462913	0.1895611771
505	0.9878462913	0.1892385185
506	0.9880250223	0.1888830303
507	0.9880250223	0.18856616
508	0.9880250223	0.1882007803
509	0.9878462913	0.1877998165
510	0.9878462913	0.1873941816
511	0.9880250223	0.1868885742
512	0.9882037534	0.1865211938
513	0.9882037534	0.186282909
514	0.9880250223	0.1861013027
515	0.9883824844	0.1855431814
516	0.9883824844	0.1853322482
517	0.9883824844	0.1848675786
518	0.9882037534	0.1843215135
519	0.9885612154	0.1840814391
520	0.9883824844	0.1835511943
521	0.9883824844	0.1831004647
522	0.9892761394	0.1827589472
523	0.9892761394	0.1822918472
524	0.9894548704	0.1819251333
525	0.9894548704	0.181600052
526	0.9892761394	0.1812572901
527	0.9894548704	0.1809246917
528	0.9898123324	0.1806552364
529	0.9903485255	0.1803367103
530	0.9903485255	0.1801449652
531	0.9903485255	0.1796353958
532	0.9905272565	0.1793501614
533	0.9903485255	0.1788950427
534	0.9901697945	0.1785548841
535	0.9899910634	0.1780723983
536	0.9899910634	0.1775200665
537	0.9894548704	0.1772990828
538	0.9896336014	0.1769896776
539	0.9899910634	0.176600835
540	0.9905272565	0.1762823209
541	0.9903485255	0.1760208368
542	0.9907059875	0.1756891004
543	0.9907059875	0.1752135903
544	0.9908847185	0.1749480238
545	0.9908847185	0.1747124172
546	0.9908847185	0.1742848568
547	0.9914209115	0.1740403194
548	0.9914209115	0.1736716283
549	0.9912421805	0.1730822369
550	0.9914209115	0.172767048
551	0.9912421805	0.1722675931
552	0.9914209115	0.1721252798
553	0.9912421805	0.1718075864
554	0.9917783735	0.1712803847
555	0.9919571046	0.1708346108
556	0.9919571046	0.1703803217
557	0.9919571046	0.1698450291
558	0.9919571046	0.1695218174
559	0.9919571046	0.1692228017
560	0.9923145666	0.1685952566
561	0.9921358356	0.168226018
562	0.9923145666	0.1679939615
563	0.9924932976	0.1677518126
564	0.9926720286	0.1674744531
565	0.9926720286	0.1672738983
566	0.9928507596	0.1668518533
567	0.9932082216	0.1665248896
568	0.9932082216	0.1661968505
569	0.9932082216	0.166087204
570	0.9932082216	0.1659656223
571	0.9932082216	0.165766454
572	0.9930294906	0.1654771192
573	0.9930294906	0.1651900014
574	0.9930294906	0.1649767391
575	0.9932082216	0.1643687664
576	0.9930294906	0.1639851786
577	0.9932082216	0.1635768045
578	0.9932082216	0.1634234294
579	0.9932082216	0.1630608203
580	0.9932082216	0.1627641956
581	0.9933869526	0.1625625426
582	0.9933869526	0.1622065327
583	0.9933869526	0.1617515488
584	0.9935656836	0.1615008299
585	0.9933869526	0.1613220043
586	0.9935656836	0.1609317189
587	0.9935656836	0.160739641
588	0.9937444147	0.1602856176
589	0.9937444147	0.1596718113
590	0.9937444147	0.1595181078
591	0.9939231457	0.1592118542
592	0.9941018767	0.1590640307
593	0.9941018767	0.1586298303
594	0.9941018767	0.1582306905
595	0.9939231457	0.1579212853
596	0.9942806077	0.1577151776
597	0.9944593387	0.1573823191
598	0.9944593387	0.1571492028
599	0.9946380697	0.1567201259
600	0.9946380697	0.156501731
601	0.9946380697	0.1563709113
602	0.9948168007	0.1561325713
603	0.9948168007	0.155942093
604	0.9948168007	0.1558183377
605	0.9948168007	0.155688672
606	0.9948168007	0.1555593539
607	0.9948168007	0.1553246254
608	0.9949955317	0.1550473999
609	0.9953529937	0.1545731332
610	0.9953529937	0.1544005987
611	0.9953529937	0.1540877634
612	0.9953529937	0.1539439562
613	0.9953529937	0.1536894362
614	0.9953529937	0.1534991856
615	0.9953529937	0.1531980372
616	0.9955317248	0.1529668585
617	0.9955317248	0.1527868942
618	0.9955317248	0.1525949044
619	0.9957104558	0.1523389307
620	0.9958891868	0.1520879257
621	0.9958891868	0.1519477424
622	0.9958891868	0.1516676877
623	0.9960679178	0.1512888584
624	0.9960679178	0.1511314156
625	0.9960679178	0.1508524048
626	0.9960679178	0.1507248615
627	0.9960679178	0.1504858076
628	0.9960679178	0.1502620055
629	0.9960679178	0.1499377871
630	0.9960679178	0.1496123418
631	0.9962466488	0.1492651066
632	0.9962466488	0.1488766921
633	0.9962466488	0.1487214643
634	0.9960679178	0.1485071857
635	0.9960679178	0.1483428737
636	0.9962466488	0.1480103122
637	0.9960679178	0.1475394042
638	0.9960679178	0.1473482555
639	0.9960679178	0.1470493054
640	0.9960679178	0.1467315422
641	0.9960679178	0.1464908334
642	0.9962466488	0.1462695047
643	0.9962466488	0.1461276058
644	0.9964253798	0.1459824823
645	0.9964253798	0.1458697312
646	0.9962466488	0.1454276575
647	0.9960679178	0.1449818653
648	0.9962466488	0.144703847
649	0.9962466488	0.1445653052
650	0.9962466488	0.144380689
651	0.9962466488	0.1441210146
652	0.9962466488	0.1438393763
653	0.9964253798	0.1434060612
654	0.9966041108	0.1431354819
655	0.9966041108	0.1428622787
656	0.9966041108	0.1425802949
657	0.9966041108	0.1422467368
658	0.9967828418	0.1416367955
659	0.9967828418	0.1414216788
660	0.9967828418	0.1412331469
661	0.9969615728	0.1411048215
662	0.9967828418	0.1407668248
663	0.9967828418	0.1406559351
664	0.9969615728	0.1403676005
665	0.9969615728	0.1399488759
666	0.9969615728	0.1397999297
667	0.9969615728	0.1396150853
668	0.9969615728	0.1392462842
669	0.9969615728	0.1389577993
670	0.9971403038	0.138633592
671	0.9971403038	0.1385092433
672	0.9971403038	0.138341181
673	0.9973190349	0.1380719776
674	0.9971403038	0.1378749834
675	0.9973190349	0.1375536059
676	0.9973190349	0.1373338619
677	0.9974977659	0.1372043925
678	0.9974977659	0.1368855246
679	0.9974977659	0.1367995737
680	0.9974977659	0.1366640638
681	0.9974977659	0.1363414127
682	0.9974977659	0.1362606366
683	0.9976764969	0.1360447422
684	0.9974977659	0.135692296
685	0.9976764969	0.1354424621
686	0.9976764969	0.135153272
687	0.9978552279	0.1345728525
688	0.9978552279	0.1344237869
689	0.9978552279	0.1341723305
690	0.9976764969	0.1340896157
691	0.9976764969	0.1338172664
692	0.9976764969	0.1336688851
693	0.9978552279	0.1334898005
694	0.9980339589	0.1333633436
695	0.9978552279	0.1331037977
696	0.9978552279	0.132852439
697	0.9978552279	0.1326145434
698	0.9978552279	0.1323001956
699	0.9978552279	0.1320992414
700	0.9978552279	0.1319169531
701	0.9978552279	0.131522049
702	0.9978552279	0.1312885526
703	0.9978552279	0.1309818428
704	0.9980339589	0.1308378458
705	0.9980339589	0.1306622714
706	0.9980339589	0.1303924951
707	0.9980339589	0.1302410571
708	0.9980339589	0.1298357994
709	0.9980339589	0.1296911905
710	0.9980339589	0.129564783
711	0.9980339589	0.1293314035
712	0.9980339589	0.1291856827
713	0.9982126899	0.1290353458
714	0.9982126899	0.1287029961
715	0.9982126899	0.1285109197
716	0.9982126899	0.1284265503
717	0.9983914209	0.1283309313
718	0.9985701519	0.1280198364
719	0.9985701519	0.1278743917
720	0.9985701519	0.1277465364
721	0.9985701519	0.1276094732
722	0.9985701519	0.1275098748
723	0.9985701519	0.1271881448
724	0.9983914209	0.1269796852
725	0.9985701519	0.1268136001
726	0.9985701519	0.1266829069
727	0.9985701519	0.1265328073
728	0.9985701519	0.1264193196
729	0.9985701519	0.1262172418
730	0.9985701519	0.1260819862
731	0.9985701519	0.1258030942
732	0.9985701519	0.1256391909
733	0.9987488829	0.1254531515
734	0.9987488829	0.125191947
735	0.9987488829	0.1250607742
736	0.9987488829	0.1248835781
737	0.9987488829	0.1247053664
738	0.9987488829	0.1244111803
739	0.9987488829	0.1243043846
740	0.9987488829	0.1241871965
741	0.9987488829	0.1239756437
742	0.9987488829	0.1238222409
743	0.9987488829	0.1235713283
744	0.9987488829	0.1233650716
745	0.9987488829	0.1231845064
746	0.9987488829	0.1230490444
747	0.9989276139	0.1227571126
748	0.9989276139	0.1225208223
749	0.9987488829	0.1224285459
750	0.999106345	0.1221857764
751	0.999106345	0.1219539734
752	0.999106345	0.1218065935
753	0.999106345	0.1216871241
754	0.999106345	0.1214678156
755	0.999106345	0.1211989783
756	0.999106345	0.1210685959
757	0.999106345	0.1208003532
758	0.999106345	0.1205586095
759	0.999106345	0.1203175659
760	0.999106345	0.1200499455
761	0.999106345	0.1198687129
762	0.999106345	0.1196503809
763	0.999106345	0.1193664674
764	0.999106345	0.1191064399
765	0.999285076	0.1189435283
766	0.999463807	0.1187291732
767	0.999463807	0.1185523765
768	0.999285076	0.1183244326
769	0.999463807	0.1180640039
770	0.999463807	0.1179292957
771	0.999463807	0.1176734156
772	0.999463807	0.117443889
773	0.999463807	0.1170362207
774	0.999463807	0.1169259487
775	0.999463807	0.1165209188
776	0.999463807	0.1162212528
777	0.999463807	0.1161214099
778	0.999463807	0.1157864901
779	0.999463807	0.1155680467
780	0.999463807	0.1154135056
781	0.999463807	0.1150557792
782	0.999463807	0.1148655956
783	0.999463807	0.1147204153
784	0.999463807	0.1146335324
785	0.999463807	0.1144945111
786	0.999463807	0.11442645
787	0.999463807	0.1143054337
788	0.999463807	0.1140890018
789	0.999463807	0.1140028485
790	0.999463807	0.1139021411
791	0.999463807	0.1137439314
792	0.999463807	0.113451716
793	0.999463807	0.1132337814
794	0.999642538	0.1129080289
795	0.999642538	0.112649291
796	0.999642538	0.1125106172
797	0.999642538	0.1123715715
798	0.999642538	0.1122304647
799	0.999642538	0.1121622937
800	0.999642538	0.1120256689
801	0.999642538	0.1117907388
802	0.999642538	0.1115063421
803	0.999642538	0.1113098787
804	0.999642538	0.1111321211
805	0.999642538	0.1110455439
806	0.999642538	0.1109201531
807	0.999642538	0.1106809473
808	0.999642538	0.1104996427
809	0.999642538	0.1102821242
810	0.999642538	0.1099382922
811	0.999642538	0.1098109142
812	0.999642538	0.1097434547
813	0.999642538	0.1096658899
814	0.999642538	0.1094947041
815	0.999642538	0.1093535962
816	0.999642538	0.1091691805
817	0.999642538	0.1089931707
818	0.999642538	0.1088617043
819	0.999642538	0.1087628549
820	0.999642538	0.1086872947
821	0.999642538	0.1085355127
822	0.999642538	0.1084264378
823	0.999642538	0.1082647933
824	0.999642538	0.1081137948
825	0.999642538	0.1078440167
826	0.999642538	0.10775707
827	0.999642538	0.1074328971
828	0.999642538	0.1073318401
829	0.999642538	0.1071224108
830	0.999642538	0.1069314449
831	0.999642538	0.1068190763
832	0.999642538	0.106721983
833	0.999642538	0.1066600396
834	0.999642538	0.1064656324
835	0.999642538	0.1063192651
836	0.999642538	0.1060761598
837	0.999642538	0.1058545501
838	0.999642538	0.1057626333
839	0.999642538	0.1056135459
840	0.999642538	0.1054309222
841	0.999642538	0.1052895335
842	0.999642538	0.1051029961
843	0.999642538	0.1048987644
844	0.999642538	0.1046241544
845	0.999642538	0.1045039196
846	0.999642538	0.1043668789
847	0.999642538	0.1041980439
848	0.999642538	0.1040969681
849	0.999642538	0.1039343964
850	0.999642538	0.1037842776
851	0.999642538	0.1036377909
852	0.999821269	0.1034045417
853	0.999821269	0.1032700061
854	0.999821269	0.1031208557
855	0.999821269	0.1028400499
856	0.999821269	0.1027428633
857	0.999821269	0.1026532034
858	0.999821269	0.1024591442
859	0.999821269	0.1023325649
860	0.999821269	0.1021450618
861	0.999821269	0.102042357
862	0.999821269	0.1018254091
863	0.999821269	0.1017672931
864	0.999821269	0.1016192815
865	0.999821269	0.1014863499
866	0.999821269	0.10127268
867	0.999821269	0.1012316771
868	0.999821269	0.1010252328
869	0.999821269	0.1009326867
870	0.999821269	0.1008342457
871	0.999821269	0.1007354583
872	0.999821269	0.1006282302
873	0.999821269	0.100522379
874	0.999821269	0.1004208693
875	0.999821269	0.1003424007
876	0.999821269	0.1001865171
877	1	0.0999837913
878	1	0.0999181905
879	1	0.09960664013
880	1	0.09950827438
881	1	0.09937999964
882	1	0.09920165565
883	1	0.09906976142
884	1	0.09894007442
885	1	0.09882782701
886	1	0.09853490522
887	1	0.09841836719
888	1	0.09809695701
889	1	0.09793534814
890	1	0.09773734705
891	1	0.09753840045
892	1	0.09738605518
893	1	0.09728907243
894	1	0.09719087424
895	1	0.09711670101
896	1	0.09695137449
897	1	0.0968044175
